FullName,GenericName,Dosage
VIT A PALM/D2/HALIBUT LIV OIL 1511-10MCG CA,VIT A PALM/D2/HALIBUT LIV OIL, 1511-10MCG CA
"VIT A PALM,D3 IN COD LIVER OIL 1250-100 CA","VIT A PALM,D3 IN COD LIVER OIL", 1250-100 CA
UBIDECAR/MG CIT/E/FOLIC/B6-B12  CA,UBIDECAR/MG CIT/E/FOLIC/B6-B12  CA,
SULFUR 8 % KA,SULFUR, 8 % KA
OXYBENZONE/AVOBENZONE/OCTINOX 4-2-8.5% SK,OXYBENZONE/AVOBENZONE/OCTINOX, 4-2-8.5% SK
TITANIUM DIOXIDE/OCTINOXATE SPF12 SK,TITANIUM DIOXIDE/OCTINOXATE SPF12 SK,
TIZANIDINE HCL 2 MG TA,TIZANIDINE HCL, 2 MG TA
ALENDRONATE SODIUM 70 MG TA,ALENDRONATE SODIUM, 70 MG TA
ETIDRONATE DISODIUM 400 MG TA,ETIDRONATE DISODIUM, 400 MG TA
ASCORBATE CALCIUM/ZINC 50-5MG TL,ASCORBATE CALCIUM/ZINC, 50-5MG TL
CYANOCOBALAMIN/FOLIC AC/VIT B6 0.1-0.4-25 TA,CYANOCOBALAMIN/FOLIC AC/VIT B6, 0.1-0.4-25 TA
SENNOSIDES/ALOE 17-25MG CA,SENNOSIDES/ALOE, 17-25MG CA
TESTOSTERONE 25MG(1%) JP,TESTOSTERONE, 25MG(1%) JP
TESTOSTERONE 50 MG (1%) JP,TESTOSTERONE, 50 MG (1%) JP
TITANIUM DIOXIDE/ZINC OXIDE SPF20 SL,TITANIUM DIOXIDE/ZINC OXIDE SPF20 SL,
TITANIUM DIOXIDE/OCTINOXATE SPF10 SL,TITANIUM DIOXIDE/OCTINOXATE SPF10 SL,
TITANIUM DIOXIDE 2.7 % SK,TITANIUM DIOXIDE, 2.7 % SK
OXYBENZONE/AVOBENZONE/OCTINOX SPF4 AU,OXYBENZONE/AVOBENZONE/OCTINOX SPF4 AU,
OXBN/AVOBNZ/OCTNX/O-CRYL/OCTIS SPF 30 SK,OXBN/AVOBNZ/OCTNX/O-CRYL/OCTIS SPF, 30 SK
TITANIUM DIOXIDE SPF18 SK,TITANIUM DIOXIDE SPF18 SK,
OXYBENZONE/PADIMATE O SPF18 EH,OXYBENZONE/PADIMATE O SPF18 EH,
ACETYLSALICYLIC ACID/BICARB/CA 325-1700MG TF,ACETYLSALICYLIC ACID/BICARB/CA, 325-1700MG TF
OXYBEN/OCTINOX/OCTOCRYL/OCTIS SPF 30 EG,OXYBEN/OCTINOX/OCTOCRYL/OCTIS SPF, 30 EG
DEXTROMETHORPHAN HBR 7.5MG/25ML SL,DEXTROMETHORPHAN HBR, 7.5MG/25ML SL
BUDESONIDE/FORMOTEROL FUMARATE 100-6 MCG AY,BUDESONIDE/FORMOTEROL FUMARATE, 100-6 MCG AY
BUDESONIDE/FORMOTEROL FUMARATE 200-6 MCG AY,BUDESONIDE/FORMOTEROL FUMARATE, 200-6 MCG AY
UBIDECAR/VITE AC/VIT B2/BICARB  PA,UBIDECAR/VITE AC/VIT B2/BICARB  PA,
VIT B COMP NO.3/FOLIC/C/BIOTIN 1MG-60MG TA,VIT B COMP NO.3/FOLIC/C/BIOTIN, 1MG-60MG TA
VIT C/VIT E ACET/VIT B6/ZN/CU  TA,VIT C/VIT E ACET/VIT B6/ZN/CU  TA,
INSULIN ASPART 100/ML HV,INSULIN ASPART, 100/ML HV
EUCALYPTUS OIL/MENTHOL/CAMPHOR 0.1-1.3-.5 PS,EUCALYPTUS OIL/MENTHOL/CAMPHOR, 0.1-1.3-.5 PS
TITANIUM DIOXIDE/OCTINOXATE 1-7.5% EH,TITANIUM DIOXIDE/OCTINOXATE, 1-7.5% EH
TRICLOSAN 0.1 % ER,TRICLOSAN, 0.1 % ER
TITANIUM DIOXIDE 4.4 % KM,TITANIUM DIOXIDE, 4.4 % KM
METHYL SALICYLATE/MENTH/CAMPH 16%-6%-6% KA,METHYL SALICYLATE/MENTH/CAMPH, 16%-6%-6% KA
LIDOCAINE/MENTHOL 0.7 %-0.2% AU,LIDOCAINE/MENTHOL, 0.7 %-0.2% AU
NATEGLINIDE 60 MG TA,NATEGLINIDE, 60 MG TA
NATEGLINIDE 120 MG TA,NATEGLINIDE, 120 MG TA
NATEGLINIDE 180 MG TA,NATEGLINIDE, 180 MG TA
SALICYLIC ACID 17 % SA,SALICYLIC ACID, 17 % SA
ZINC OXIDE/OCTINOXATE SPF 50 SK,ZINC OXIDE/OCTINOXATE SPF, 50 SK
TITANIUM DIOXIDE/ZINC OXIDE SPF12 SK,TITANIUM DIOXIDE/ZINC OXIDE SPF12 SK,
CHROMIC CHLORIDE 150MCG/15 SL,CHROMIC CHLORIDE, 150MCG/15 SL
SODIUM AUROTHIOMALATE 10 MG/ML HV,SODIUM AUROTHIOMALATE, 10 MG/ML HV
SODIUM AUROTHIOMALATE 25 MG/ML HV,SODIUM AUROTHIOMALATE, 25 MG/ML HV
AMYLASE/BROMELAINS/PAPAIN  TA,AMYLASE/BROMELAINS/PAPAIN  TA,
BOVINE LIPID EXT SURFACTANT 27 MG/ML HV,BOVINE LIPID EXT SURFACTANT, 27 MG/ML HV
CRAMP/CHASTE/B.COH/SQ.VN/SHE C  CA,CRAMP/CHASTE/B.COH/SQ.VN/SHE C  CA,
SALICYLIC ACID 2.2 % YO,SALICYLIC ACID, 2.2 % YO
TITANIUM DIOXIDE/OCTINOXATE 4.8-7.5% SK,TITANIUM DIOXIDE/OCTINOXATE, 4.8-7.5% SK
ALLANTOIN 0.51 % KM,ALLANTOIN, 0.51 % KM
FERROUS SULFATE 175(35)MG TA,FERROUS SULFATE, 175(35)MG TA
VIT B COMP/FOLIC/CHOLINE/INOSI 1 MG-50 MG CA,VIT B COMP/FOLIC/CHOLINE/INOSI, 1 MG-50 MG CA
"FOLIC ACID/MV,IRON,MIN/MIN HVP 1 MG TA","FOLIC ACID/MV,IRON,MIN/MIN HVP", 1 MG TA
FERROUS FUM/VIT C/E/B12/FOLIC  TA,FERROUS FUM/VIT C/E/B12/FOLIC  TA,
UNOPROSTONE ISOPROPYL 0.15 % SO,UNOPROSTONE ISOPROPYL, 0.15 % SO
SODIUM HYPOCHLORITE 0.057 % SA,SODIUM HYPOCHLORITE, 0.057 % SA
FONDAPARINUX SODIUM 2.5 MG/0.5 HQ,FONDAPARINUX SODIUM, 2.5 MG/0.5 HQ
TITANIUM DIOXIDE 6.8% SK,TITANIUM DIOXIDE, 6.8% SK
CALCIUM CIT/MAGNESIUM CIT/D3 252-200/15 SL,CALCIUM CIT/MAGNESIUM CIT/D3, 252-200/15 SL
"VITAMIN B COMPLEX/VIT A,C,D  SO","VITAMIN B COMPLEX/VIT A,C,D  SO",
PECTIN 10 MG TL,PECTIN, 10 MG TL
OSELTAMIVIR PHOSPHATE 12 MG/ML PD,OSELTAMIVIR PHOSPHATE, 12 MG/ML PD
BIOT/FOLIC/NIAC/B5/ZN/MIN HVP  CA,BIOT/FOLIC/NIAC/B5/ZN/MIN HVP  CA,
CALCIUM/MAG/MANGANESE/D3/ZINC 250 MG-50 TC,CALCIUM/MAG/MANGANESE/D3/ZINC, 250 MG-50 TC
CAL/MAG OXIDE/VIT D3/ZN/CU/MN  TA,CAL/MAG OXIDE/VIT D3/ZN/CU/MN  TA,
ALFUZOSIN HCL 10 MG TI,ALFUZOSIN HCL, 10 MG TI
TEGASEROD HYDROGEN MALEATE 6 MG TA,TEGASEROD HYDROGEN MALEATE, 6 MG TA
"CALCIUM/VIT D3/MAG CIT,OX/ZINC 150 MG-100 CA","CALCIUM/VIT D3/MAG CIT,OX/ZINC", 150 MG-100 CA
HOMOSAL/AVOBENZ/OCTINOX/OCTIS SPF 30 OA,HOMOSAL/AVOBENZ/OCTINOX/OCTIS SPF, 30 OA
TITANIUM DIOXIDE SPF 15 SR,TITANIUM DIOXIDE SPF, 15 SR
CALCIUM CARBONATE 150MG/1.25 SL,CALCIUM CARBONATE, 150MG/1.25 SL
PEP/BET-BROMLN-OX BILE/PAN/PAP  CA,PEP/BET-BROMLN-OX BILE/PAN/PAP  CA,
PANCREATIN 325 MG CA,PANCREATIN, 325 MG CA
TITANIUM DIOXIDE/OCTINOX/ENSZ SPF 15 SK,TITANIUM DIOXIDE/OCTINOX/ENSZ SPF, 15 SK
GLATIRAMER ACETATE 20 MG/ML HQ,GLATIRAMER ACETATE, 20 MG/ML HQ
TITANIUM DIOXIDE/OCTINOXATE SPF 15 EG,TITANIUM DIOXIDE/OCTINOXATE SPF, 15 EG
CAL/MAG/VIT D3/MIN HVP/SILICON  TA,CAL/MAG/VIT D3/MIN HVP/SILICON  TA,
ALUMINUM SULFATE 25 % JC,ALUMINUM SULFATE, 25 % JC
CHLORPHENIRAMINE/DEXTROMETHORP 4 MG-30 MG TA,CHLORPHENIRAMINE/DEXTROMETHORP, 4 MG-30 MG TA
DEXTROMETHORPHN/ACETAMINOPH/CP 15-500-2MG TA,DEXTROMETHORPHN/ACETAMINOPH/CP, 15-500-2MG TA
GANIRELIX ACETATE 250MCG/0.5 HQ,GANIRELIX ACETATE, 250MCG/0.5 HQ
TIO2/OXYBENZONE/OCTINOXATE 3-5-8% KM,TIO2/OXYBENZONE/OCTINOXATE, 3-5-8% KM
VIT A PALM/D3/B1/B2/B3/C/VIT E 1500-400/1 SO,VIT A PALM/D3/B1/B2/B3/C/VIT E, 1500-400/1 SO
TITANIUM DIOXIDE SPF 8 SR,TITANIUM DIOXIDE SPF, 8 SR
PASSION FLOWER/VALERIAN 145-145MG TA,PASSION FLOWER/VALERIAN, 145-145MG TA
HOMOSALATE/AVOBENZONE/OCTINOX SPF 15 SK,HOMOSALATE/AVOBENZONE/OCTINOX SPF, 15 SK
DOCOSANOL 10 % KA,DOCOSANOL, 10 % KA
"INSULIN GLARGINE,HUM.REC.ANLOG 100/ML HV","INSULIN GLARGINE,HUM.REC.ANLOG", 100/ML HV
ETHYL ALCOHOL 63 % AU,ETHYL ALCOHOL, 63 % AU
BENZOYL PEROXIDE 3.5 % JC,BENZOYL PEROXIDE, 3.5 % JC
PSEUDOEPH/DM/GUAIFEN/ACETAMIN 30-500/15 ST,PSEUDOEPH/DM/GUAIFEN/ACETAMIN, 30-500/15 ST
GINGER ROOT EXTRACT 20 MG TA,GINGER ROOT EXTRACT, 20 MG TA
HYDROQUINONE 4 % JG,HYDROQUINONE, 4 % JG
HYDROQUINONE/PADI/OXYBEN/OCTOC 4 %-SPF 15 KA,HYDROQUINONE/PADI/OXYBEN/OCTOC , 4 %-SPF 15 KA
BISMUTH SUBSALICYLATE 262 MG TC,BISMUTH SUBSALICYLATE, 262 MG TC
FERROUS GLUCONATE/VIT B COMP 15 MG CA,FERROUS GLUCONATE/VIT B COMP, 15 MG CA
SALICYLIC ACID 2 % AU,SALICYLIC ACID, 2 % AU
CHLORHEXIDINE GLUCONATE 2 % YO,CHLORHEXIDINE GLUCONATE, 2 % YO
MARRUB/MARSHMALLOW/LINDEN/ELD/  TL,MARRUB/MARSHMALLOW/LINDEN/ELD/  TL,
BENZOCAINE/MENTHOL/CAMPHOR/PC1 20%-1%-3% JG,BENZOCAINE/MENTHOL/CAMPHOR/PC1, 20%-1%-3% JG
OXYBEN/OCTINOX/OCTILSAL/MERAD SPF23 EG,OXYBEN/OCTINOX/OCTILSAL/MERAD SPF23 EG,
VALGANCICLOVIR HCL 450 MG TA,VALGANCICLOVIR HCL, 450 MG TA
SODIUM HYPOCHLORITE 0.114% SA,SODIUM HYPOCHLORITE, 0.114% SA
TITANIUM DIOXIDE 9.1 % KM,TITANIUM DIOXIDE, 9.1 % KM
OXYBENZONE/OCTINOXATE/OCTOCRYL SPF 15 KP,OXYBENZONE/OCTINOXATE/OCTOCRYL SPF, 15 KP
VIT E ACET/SELEN HVP CHELT/ZIN  CA,VIT E ACET/SELEN HVP CHELT/ZIN  CA,
IRON HVP CHELATE/ASCORBIC ACID 27MG-110MG CA,IRON HVP CHELATE/ASCORBIC ACID, 27MG-110MG CA
LIDOCAINE/UREA/BENZALKONIUM 2-5-0.13% KA,LIDOCAINE/UREA/BENZALKONIUM, 2-5-0.13% KA
TITANIUM DIOXIDE/OCTINOXATE SPF 15 SK,TITANIUM DIOXIDE/OCTINOXATE SPF, 15 SK
TITANIUM DIOXIDE/OCTINOX/ENSZ  SU,TITANIUM DIOXIDE/OCTINOX/ENSZ  SU,
ASCORBIC ACID/ZINC 15-0.85/1 SL,ASCORBIC ACID/ZINC, 15-0.85/1 SL
MARSHMALLOW/SAGE/THYME/ECH PUR  TL,MARSHMALLOW/SAGE/THYME/ECH PUR  TL,
ZINC OXIDE/OCTINOXATE/OCTILSAL SPF 30 KM,ZINC OXIDE/OCTINOXATE/OCTILSAL SPF, 30 KM
OXYBENZONE/OCTINOXATE/OCTILSAL SPF20 KM,OXYBENZONE/OCTINOXATE/OCTILSAL SPF20 KM,
NIACIN/ZINC CITRATE 10MG-7.5MG TA,NIACIN/ZINC CITRATE, 10MG-7.5MG TA
OCTINOXATE SPF 15 SR,OCTINOXATE SPF, 15 SR
ALTEPLASE 2 MG HS,ALTEPLASE, 2 MG HS
BIMATOPROST 0.03 % SO,BIMATOPROST, 0.03 % SO
CALCIUM/MAG/D3/MANG/POTAS/ZINC 125 MG-100 CA,CALCIUM/MAG/D3/MANG/POTAS/ZINC, 125 MG-100 CA
CAL PHOS/MAG/NIACIN/PYRIDOXINE  TA,CAL PHOS/MAG/NIACIN/PYRIDOXINE  TA,
DIMENHYDRINATE 50 MG CA,DIMENHYDRINATE, 50 MG CA
MAGNESIUM HYDROXIDE 385 MG TC,MAGNESIUM HYDROXIDE, 385 MG TC
ALOE VERA/DIMETHICONE/CHLORHEX 3 % YO,ALOE VERA/DIMETHICONE/CHLORHEX, 3 % YO
TRICLOSAN 0.5 % YO,TRICLOSAN, 0.5 % YO
CALCIUM/MAGNESM/NIACINAMIDE/B6 100MG-50MG TA,CALCIUM/MAGNESM/NIACINAMIDE/B6, 100MG-50MG TA
"MG CB/VIT E ACET/FOLIC/B,C/MN  CA","MG CB/VIT E ACET/FOLIC/B,C/MN  CA",
PALIVIZUMAB 50 MG HS,PALIVIZUMAB, 50 MG HS
PALIVIZUMAB 100 MG HS,PALIVIZUMAB, 100 MG HS
URSODIOL 500 MG TA,URSODIOL, 500 MG TA
LIDOCAINE 5 % JG,LIDOCAINE, 5 % JG
VITAMIN D3/VITAMIN E/ZN/CU/SEL  CA,VITAMIN D3/VITAMIN E/ZN/CU/SEL  CA,
B-CAROTENE/C/E/ZN/CU/MIN HVP  TA,B-CAROTENE/C/E/ZN/CU/MIN HVP  TA,
VIT C/VIT E/ZN GLUC/CUPRIC OX 100MG-80 TA,VIT C/VIT E/ZN GLUC/CUPRIC OX, 100MG-80 TA
ANAKINRA 100MG/0.67 HQ,ANAKINRA, 100MG/0.67 HQ
SODIUM CHLORIDE 4 MEQ/ML HM,SODIUM CHLORIDE, 4 MEQ/ML HM
LIDOCAINE 5 % KA,LIDOCAINE, 5 % KA
LEVOTHYROXINE SODIUM 200 MCG HS,LEVOTHYROXINE SODIUM, 200 MCG HS
"ANTIHEMOPH.FVIII,B-DOMAIN DEL 250 (+/-) HS","ANTIHEMOPH.FVIII,B-DOMAIN DEL", 250 (+/-) HS
"ANTIHEMOPH.FVIII,B-DOMAIN DEL 500 (+/-) HS","ANTIHEMOPH.FVIII,B-DOMAIN DEL", 500 (+/-) HS
"ANTIHEMOPH.FVIII,B-DOMAIN DEL 1000 (+/-) HS","ANTIHEMOPH.FVIII,B-DOMAIN DEL", 1000 (+/-) HS
PADIMATE O SPF10 AU,PADIMATE O SPF10 AU,
TIO2/OXYBENZONE/OCTINOXATE 3.5-2.5-7% KM,TIO2/OXYBENZONE/OCTINOXATE, 3.5-2.5-7% KM
OXYBENZONE/AVOBENZONE/OCTINOX 1-1.5-2.5% KM,OXYBENZONE/AVOBENZONE/OCTINOX, 1-1.5-2.5% KM
OXYBEN/AVOBENZ/OCTINOX/OCTIS 2-3-7.5-5% KM,OXYBEN/AVOBENZ/OCTINOX/OCTIS, 2-3-7.5-5% KM
OXYBEN/AVOBENZ/OCTINOX/OCTIS 3-3-7.5-5% SL,OXYBEN/AVOBENZ/OCTINOX/OCTIS, 3-3-7.5-5% SL
OXYBENZONE/OCTINOXATE/OCTILSAL 5-7.5-2% KA,OXYBENZONE/OCTINOXATE/OCTILSAL, 5-7.5-2% KA
OXYBENZONE/OCTINOXATE 4-7.5% YO,OXYBENZONE/OCTINOXATE, 4-7.5% YO
OXYBENZONE/OCTINOXATE 3 %-7.5 % KM,OXYBENZONE/OCTINOXATE, 3 %-7.5 % KM
TITANIUM DIOXIDE 7.84% KM,TITANIUM DIOXIDE, 7.84% KM
TESTOSTERONE 5 MG/24 HR PV,TESTOSTERONE, 5 MG/24 HR PV
HEPATITIS B VIRUS VACCINE/PF 40 MCG/ML HV,HEPATITIS B VIRUS VACCINE/PF, 40 MCG/ML HV
MAGNESIUM CITRATE AND OXIDE 250 MG CA,MAGNESIUM CITRATE AND OXIDE, 250 MG CA
OXYBENZONE/OCTINOXATE SPF20 SL,OXYBENZONE/OCTINOXATE SPF20 SL,
OCTINOXATE SPF 15 SK,OCTINOXATE SPF, 15 SK
OCTINOXATE 6 % SL,OCTINOXATE, 6 % SL
VIT A AND D3 IN COD LIVER OIL 2500-200 CA,VIT A AND D3 IN COD LIVER OIL, 2500-200 CA
AVOBENZONE/OCTINOXATE SPF 6 KM,AVOBENZONE/OCTINOXATE SPF, 6 KM
TIO2/ZINC OXIDE/OCTINOXATE 2-0.3-7.4% EH,TIO2/ZINC OXIDE/OCTINOXATE, 2-0.3-7.4% EH
TITANIUM DIOXIDE SPF10 KM,TITANIUM DIOXIDE SPF10 KM,
MAG HVP CHELT/VIT B6/ZINC 150-3.5-10 CA,MAG HVP CHELT/VIT B6/ZINC, 150-3.5-10 CA
METOPROLOL TARTRATE 25 MG TA,METOPROLOL TARTRATE, 25 MG TA
THYROTROPIN ALFA 1.1 MG HS,THYROTROPIN ALFA, 1.1 MG HS
"HETASTARCH/E-LYTS,LACTATED 6 % HZ","HETASTARCH/E-LYTS,LACTATED", 6 % HZ
RIBAVIRIN/P-INTERFERON ALFA-2B 200 MG-50 ZD,RIBAVIRIN/P-INTERFERON ALFA-2B, 200 MG-50 ZD
RIBAVIRIN/P-INTERFERON ALFA-2B 200MG-80 ZD,RIBAVIRIN/P-INTERFERON ALFA-2B, 200MG-80 ZD
RIBAVIRIN/P-INTERFERON ALFA-2B 200 MG-100 ZD,RIBAVIRIN/P-INTERFERON ALFA-2B, 200 MG-100 ZD
RIBAVIRIN/P-INTERFERON ALFA-2B 200MG-120 ZD,RIBAVIRIN/P-INTERFERON ALFA-2B, 200MG-120 ZD
RIBAVIRIN/P-INTERFERON ALFA-2B 200MG-150 ZD,RIBAVIRIN/P-INTERFERON ALFA-2B, 200MG-150 ZD
TITANIUM DIOXIDE SPF 6 EH,TITANIUM DIOXIDE SPF, 6 EH
EFAVIRENZ 300 MG TA,EFAVIRENZ, 300 MG TA
EFAVIRENZ 600 MG TA,EFAVIRENZ, 600 MG TA
PRENATL VIT6/IRON/FA/B12/CA/D3 35MG-1.1MG UA,PRENATL VIT6/IRON/FA/B12/CA/D3, 35MG-1.1MG UA
CHOLECALCIFEROL (D3)/MINERALS 200/15 ML SL,CHOLECALCIFEROL (D3)/MINERALS, 200/15 ML SL
VALERIAN ROOT EXTRACT 300 MG CA,VALERIAN ROOT EXTRACT, 300 MG CA
VARICELLA VACCINE LIVE/PF 1350 UNIT HV,VARICELLA VACCINE LIVE/PF, 1350 UNIT HV
AVOBENZONE/OCTINOXATE 2-7.5% SK,AVOBENZONE/OCTINOXATE, 2-7.5% SK
AVOBENZONE/OCTINOXATE SPF 15 SK,AVOBENZONE/OCTINOXATE SPF, 15 SK
AVOBENZ/OCTOCRYL/OCTILSAL/ENSZ SPF 15 SK,AVOBENZ/OCTOCRYL/OCTILSAL/ENSZ SPF, 15 SK
INOSITOL/INOSITOL HEXAPHOSPHAT 228.1/1.3 PA,INOSITOL/INOSITOL HEXAPHOSPHAT, 228.1/1.3 PA
VITAMIN E/TIO2/OCTINOXATE SPF12 SK,VITAMIN E/TIO2/OCTINOXATE SPF12 SK,
TIO2/OXYBENZONE/OCTINOXATE SPF20 PA,TIO2/OXYBENZONE/OCTINOXATE SPF20 PA,
AVOBENZONE/OCTINOXATE SPF17 EG,AVOBENZONE/OCTINOXATE SPF17 EG,
OXYBENZONE/OCTINOXATE/OCTILSAL 3-7-5% EH,OXYBENZONE/OCTINOXATE/OCTILSAL, 3-7-5% EH
CHLORHEXIDINE GLUCONATE 2 % EP,CHLORHEXIDINE GLUCONATE, 2 % EP
OXYBEN/HOMOSAL/OCTINOX/OCTIS SPF 30 EG,OXYBEN/HOMOSAL/OCTINOX/OCTIS SPF, 30 EG
ARGIPRESSIN 20 UNIT/ML HH,ARGIPRESSIN, 20 UNIT/ML HH
POT CHLORIDE/RINGER'S LACTATE 40 MMOL/L HM,POT CHLORIDE/RINGER'S LACTATE, 40 MMOL/L HM
TIO2/OXYBENZONE/OCTINOXATE SPF 6 SK,TIO2/OXYBENZONE/OCTINOXATE SPF, 6 SK
CA GLUC/MG GLU/C/VIT B12/FA/B6  SL,CA GLUC/MG GLU/C/VIT B12/FA/B6  SL,
"FOLIC ACID/MULTIVIT,IRON,MINER 0.5 MG CA","FOLIC ACID/MULTIVIT,IRON,MINER", 0.5 MG CA
CETIRIZINE HCL/PSEUDOEPHEDRINE 5 MG-120MG TM,CETIRIZINE HCL/PSEUDOEPHEDRINE, 5 MG-120MG TM
VALERIAN 200 MG CA,VALERIAN, 200 MG CA
ECHINACEA PURPUREA ROOT 200 MG CA,ECHINACEA PURPUREA ROOT, 200 MG CA
"VITAMIN B COMPLEX/VIT A,C,D  TA","VITAMIN B COMPLEX/VIT A,C,D  TA",
OCTINOXATE SPF10 SK,OCTINOXATE SPF10 SK,
L. ACIDOPHILUS/L. RHAMNOSUS 2B CELL CA,L. ACIDOPHILUS/L. RHAMNOSUS, 2B CELL CA
FLUDARABINE PHOSPHATE 10 MG TA,FLUDARABINE PHOSPHATE, 10 MG TA
OXYBEN/AVOBENZ/OCTINOX/OCTIS SPF 30 SK,OXYBEN/AVOBENZ/OCTINOX/OCTIS SPF, 30 SK
OXYBENZONE/HOMOSAL/PDO/OCTINOX SPF 30 EG,OXYBENZONE/HOMOSAL/PDO/OCTINOX SPF, 30 EG
"INOSITOL/CHOLINE/FOLIC/BCOMP,C 1MG-1000MG TA","INOSITOL/CHOLINE/FOLIC/BCOMP,C", 1MG-1000MG TA
FOLIC AC/MULTIVIT-MIN/MIN HVP 0.8 MG TA,FOLIC AC/MULTIVIT-MIN/MIN HVP, 0.8 MG TA
CALCIUM/MAGNESIUM OXIDE/VIT C  PA,CALCIUM/MAGNESIUM OXIDE/VIT C  PA,
MAGNESIUM/VIT B6/VIT B2/VIT B1  TA,MAGNESIUM/VIT B6/VIT B2/VIT B1  TA,
ASCORBIC ACID 500 MG TF,ASCORBIC ACID, 500 MG TF
PSYLLIUM SEED 3.4 G/7 G PA,PSYLLIUM SEED, 3.4 G/7 G PA
PSYLLIUM SEED 3.4 G/12 G PA,PSYLLIUM SEED, 3.4 G/12 G PA
ACETAMINOPHEN/PAMABROM 500MG-25MG TA,ACETAMINOPHEN/PAMABROM, 500MG-25MG TA
NORELGESTROMIN/ETHIN.ESTRADIOL 200-35/24H PK,NORELGESTROMIN/ETHIN.ESTRADIOL, 200-35/24H PK
MULTIVIT-MIN/IRON FUM/FOLIC AC 4 MG-0.6MG TA,MULTIVIT-MIN/IRON FUM/FOLIC AC, 4 MG-0.6MG TA
DARBEPOETIN ALFA IN POLYSORBAT 10MCG/0.4 HQ,DARBEPOETIN ALFA IN POLYSORBAT, 10MCG/0.4 HQ
DARBEPOETIN ALFA IN POLYSORBAT 20 MCG/0.5 HQ,DARBEPOETIN ALFA IN POLYSORBAT, 20 MCG/0.5 HQ
DARBEPOETIN ALFA IN POLYSORBAT 50 MCG/0.5 HQ,DARBEPOETIN ALFA IN POLYSORBAT, 50 MCG/0.5 HQ
DARBEPOETIN ALFA IN POLYSORBAT 100MCG/0.5 HQ,DARBEPOETIN ALFA IN POLYSORBAT, 100MCG/0.5 HQ
DARBEPOETIN ALFA IN POLYSORBAT 150MCG/0.3 HQ,DARBEPOETIN ALFA IN POLYSORBAT, 150MCG/0.3 HQ
"FOLIC ACID/MULTIVIT,IRON,MINER 0.6 MG TA","FOLIC ACID/MULTIVIT,IRON,MINER", 0.6 MG TA
TRANEXAMIC ACID 100 MG/ML HV,TRANEXAMIC ACID, 100 MG/ML HV
TIO2/AVOBNZ/O-CRL/TERE DICAM D SPF45 SK,TIO2/AVOBNZ/O-CRL/TERE DICAM D SPF45 SK,
UBIDECARENONE/VITAMIN E 60 MG-180 TA,UBIDECARENONE/VITAMIN E, 60 MG-180 TA
DIPHENHYDRAMINE HCL/ZINC ACET 2 %-0.1 % KA,DIPHENHYDRAMINE HCL/ZINC ACET, 2 %-0.1 % KA
DEXTRAN/HYPROMELLOSE/GLYCERIN 0.1-.3-.2% SO,DEXTRAN/HYPROMELLOSE/GLYCERIN, 0.1-.3-.2% SO
MOXIFLOXACIN-SOD.CHLORIDE(ISO) 400MG/.25L HP,MOXIFLOXACIN-SOD.CHLORIDE(ISO), 400MG/.25L HP
VIT A PALM/BIOT/NIA/PANTH/B6  TA,VIT A PALM/BIOT/NIA/PANTH/B6  TA,
BIOT/FOLIC AC/B5/ZN/I/MIN HVP  TA,BIOT/FOLIC AC/B5/ZN/I/MIN HVP  TA,
UBIDECARENONE/VITAMIN E 60 MG-150 CA,UBIDECARENONE/VITAMIN E, 60 MG-150 CA
BENZALKONIUM CHLORIDE 0.1 % AV,BENZALKONIUM CHLORIDE, 0.1 % AV
CALCIUM HVP CHELATE 100 MG TA,CALCIUM HVP CHELATE, 100 MG TA
TITANIUM DIOXIDE/ZINC OXIDE SPF12 SL,TITANIUM DIOXIDE/ZINC OXIDE SPF12 SL,
MENTHOL/CAMPHOR 9%-9% KA,MENTHOL/CAMPHOR, 9%-9% KA
METHACHOLINE CHLORIDE 160 MG HS,METHACHOLINE CHLORIDE, 160 MG HS
METHACHOLINE CHLORIDE 320 MG HS,METHACHOLINE CHLORIDE, 320 MG HS
PNV/FERRIC CIT/FOLIC/MIN HVP <27-0.5MG CA,PNV/FERRIC CIT/FOLIC/MIN HVP <27-0.5MG CA,
UBIDECAR/INOSI/MV/MIN HVP 5MG/11.5G PA,UBIDECAR/INOSI/MV/MIN HVP, 5MG/11.5G PA
INOS/CHOL BTT/B/FA/NIAC/PANTH 50-50-1MG SL,INOS/CHOL BTT/B/FA/NIAC/PANTH, 50-50-1MG SL
CYANOCOBALAMIN/FOLIC AC/VIT B6 0.4-1-10MG TA,CYANOCOBALAMIN/FOLIC AC/VIT B6, 0.4-1-10MG TA
PSYLLIUM SEED/WHEAT BRAN 2.8-1G/5G PA,PSYLLIUM SEED/WHEAT BRAN, 2.8-1G/5G PA
ZINC OX/OXYBEN/OCTINOX/OCTIS SPF 50 KM,ZINC OX/OXYBEN/OCTINOX/OCTIS SPF, 50 KM
BIVALIRUDIN 250 MG HS,BIVALIRUDIN, 250 MG HS
OCTINOXATE SPF12 EG,OCTINOXATE SPF12 EG,
TREPROSTINIL SODIUM 1 MG/ML HV,TREPROSTINIL SODIUM, 1 MG/ML HV
TREPROSTINIL SODIUM 2.5 MG/ML HV,TREPROSTINIL SODIUM, 2.5 MG/ML HV
TREPROSTINIL SODIUM 5 MG/ML HV,TREPROSTINIL SODIUM, 5 MG/ML HV
