,FullDosage,MedName,Dosage/Concentration,Quantity
148463,ACETYLSALICYLIC ACID/BICARB/CA 325-1700MG TF,ACETYLSALICYLIC,ACID/BICARB/CA 325-1700MG TF,0
148509,OXYBEN/OCTINOX/OCTOCRYL/OCTIS SPF 30 EG,OXYBEN/OCTINOX/OCTOCRYL/OCTIS,SPF 30 EG,0
148510,DEXTROMETHORPHAN HBR 7.5MG/25ML SL,DEXTROMETHORPHAN,HBR 7.5MG/25ML SL,0
148511,BUDESONIDE/FORMOTEROL FUMARATE 100-6 MCG AY,BUDESONIDE/FORMOTEROL,FUMARATE 100-6 MCG AY,0
148513,BUDESONIDE/FORMOTEROL FUMARATE 200-6 MCG AY,BUDESONIDE/FORMOTEROL,FUMARATE 200-6 MCG AY,0
148518,UBIDECAR/VITE AC/VIT B2/BICARB  PA,UBIDECAR/VITE,AC/VIT B2/BICARB  PA,0
148519,VIT B COMP NO.3/FOLIC/C/BIOTIN 1MG-60MG TA,VIT,B COMP NO.3/FOLIC/C/BIOTIN 1MG-60MG TA,0
148520,VIT C/VIT E ACET/VIT B6/ZN/CU  TA,VIT,C/VIT E ACET/VIT B6/ZN/CU  TA,0
148523,INSULIN ASPART 100/ML HV,INSULIN,ASPART 100/ML HV,0
148564,EUCALYPTUS OIL/MENTHOL/CAMPHOR 0.1-1.3-.5 PS,EUCALYPTUS,OIL/MENTHOL/CAMPHOR 0.1-1.3-.5 PS,0
148582,TITANIUM DIOXIDE/OCTINOXATE 1-7.5% EH,TITANIUM,DIOXIDE/OCTINOXATE 1-7.5% EH,0
148583,TRICLOSAN 0.1 % ER,TRICLOSAN,0.1 % ER,0
148584,TITANIUM DIOXIDE 4.4 % KM,TITANIUM,DIOXIDE 4.4 % KM,0
148586,METHYL SALICYLATE/MENTH/CAMPH 16%-6%-6% KA,METHYL,SALICYLATE/MENTH/CAMPH 16%-6%-6% KA,0
148590,LIDOCAINE/MENTHOL 0.7 %-0.2% AU,LIDOCAINE/MENTHOL,0.7 %-0.2% AU,0
148691,NATEGLINIDE 60 MG TA,NATEGLINIDE,60 MG TA,0
148692,NATEGLINIDE 120 MG TA,NATEGLINIDE,120 MG TA,0
148693,NATEGLINIDE 180 MG TA,NATEGLINIDE,180 MG TA,0
148695,SALICYLIC ACID 17 % SA,SALICYLIC,ACID 17 % SA,0
148697,ZINC OXIDE/OCTINOXATE SPF 50 SK,ZINC,OXIDE/OCTINOXATE SPF 50 SK,0
148698,TITANIUM DIOXIDE/ZINC OXIDE SPF12 SK,TITANIUM,DIOXIDE/ZINC OXIDE SPF12 SK,0
148699,CHROMIC CHLORIDE 150MCG/15 SL,CHROMIC,CHLORIDE 150MCG/15 SL,0
148701,SODIUM AUROTHIOMALATE 10 MG/ML HV,SODIUM,AUROTHIOMALATE 10 MG/ML HV,0
148702,SODIUM AUROTHIOMALATE 25 MG/ML HV,SODIUM,AUROTHIOMALATE 25 MG/ML HV,0
148704,AMYLASE/BROMELAINS/PAPAIN  TA,AMYLASE/BROMELAINS/PAPAIN, TA,0
148708,BOVINE LIPID EXT SURFACTANT 27 MG/ML HV,BOVINE,LIPID EXT SURFACTANT 27 MG/ML HV,0
148712,CRAMP/CHASTE/B.COH/SQ.VN/SHE C  CA,CRAMP/CHASTE/B.COH/SQ.VN/SHE,C  CA,0
148714,SALICYLIC ACID 2.2 % YO,SALICYLIC,ACID 2.2 % YO,0
148715,TITANIUM DIOXIDE/OCTINOXATE 4.8-7.5% SK,TITANIUM,DIOXIDE/OCTINOXATE 4.8-7.5% SK,0
148716,ALLANTOIN 0.51 % KM,ALLANTOIN,0.51 % KM,0
148718,FERROUS SULFATE 175(35)MG TA,FERROUS,SULFATE 175(35)MG TA,0
148730,VIT B COMP/FOLIC/CHOLINE/INOSI 1 MG-50 MG CA,VIT,B COMP/FOLIC/CHOLINE/INOSI 1 MG-50 MG CA,0
148731,"FOLIC ACID/MV,IRON,MIN/MIN HVP 1 MG TA",FOLIC,"ACID/MV,IRON,MIN/MIN HVP 1 MG TA",0
148735,FERROUS FUM/VIT C/E/B12/FOLIC  TA,FERROUS,FUM/VIT C/E/B12/FOLIC  TA,0
148826,UNOPROSTONE ISOPROPYL 0.15 % SO,UNOPROSTONE,ISOPROPYL 0.15 % SO,0
148827,SODIUM HYPOCHLORITE 0.057 % SA,SODIUM,HYPOCHLORITE 0.057 % SA,0
148828,FONDAPARINUX SODIUM 2.5 MG/0.5 HQ,FONDAPARINUX,SODIUM 2.5 MG/0.5 HQ,0
148864,TITANIUM DIOXIDE 6.8% SK,TITANIUM,DIOXIDE 6.8% SK,0
148865,CALCIUM CIT/MAGNESIUM CIT/D3 252-200/15 SL,CALCIUM,CIT/MAGNESIUM CIT/D3 252-200/15 SL,0
148866,"VITAMIN B COMPLEX/VIT A,C,D  SO",VITAMIN,"B COMPLEX/VIT A,C,D  SO",0
148867,PECTIN 10 MG TL,PECTIN,10 MG TL,0
148872,OSELTAMIVIR PHOSPHATE 12 MG/ML PD,OSELTAMIVIR,PHOSPHATE 12 MG/ML PD,0
148873,BIOT/FOLIC/NIAC/B5/ZN/MIN HVP  CA,BIOT/FOLIC/NIAC/B5/ZN/MIN,HVP  CA,0
148875,CALCIUM/MAG/MANGANESE/D3/ZINC 250 MG-50 TC,CALCIUM/MAG/MANGANESE/D3/ZINC,250 MG-50 TC,0
148876,CAL/MAG OXIDE/VIT D3/ZN/CU/MN  TA,CAL/MAG,OXIDE/VIT D3/ZN/CU/MN  TA,0
148877,ALFUZOSIN HCL 10 MG TI,ALFUZOSIN,HCL 10 MG TI,0
148878,TEGASEROD HYDROGEN MALEATE 6 MG TA,TEGASEROD,HYDROGEN MALEATE 6 MG TA,0
148879,"CALCIUM/VIT D3/MAG CIT,OX/ZINC 150 MG-100 CA",CALCIUM/VIT,"D3/MAG CIT,OX/ZINC 150 MG-100 CA",0
148881,HOMOSAL/AVOBENZ/OCTINOX/OCTIS SPF 30 OA,HOMOSAL/AVOBENZ/OCTINOX/OCTIS,SPF 30 OA,0
148889,TITANIUM DIOXIDE SPF 15 SR,TITANIUM,DIOXIDE SPF 15 SR,0
148891,CALCIUM CARBONATE 150MG/1.25 SL,CALCIUM,CARBONATE 150MG/1.25 SL,0
148894,PEP/BET-BROMLN-OX BILE/PAN/PAP  CA,PEP/BET-BROMLN-OX,BILE/PAN/PAP  CA,0
148895,PANCREATIN 325 MG CA,PANCREATIN,325 MG CA,0
148897,TITANIUM DIOXIDE/OCTINOX/ENSZ SPF 15 SK,TITANIUM,DIOXIDE/OCTINOX/ENSZ SPF 15 SK,0
148939,GLATIRAMER ACETATE 20 MG/ML HQ,GLATIRAMER,ACETATE 20 MG/ML HQ,0
148993,TITANIUM DIOXIDE/OCTINOXATE SPF 15 EG,TITANIUM,DIOXIDE/OCTINOXATE SPF 15 EG,0
148995,CAL/MAG/VIT D3/MIN HVP/SILICON  TA,CAL/MAG/VIT,D3/MIN HVP/SILICON  TA,0
148996,ALUMINUM SULFATE 25 % JC,ALUMINUM,SULFATE 25 % JC,0
148997,CHLORPHENIRAMINE/DEXTROMETHORP 4 MG-30 MG TA,CHLORPHENIRAMINE/DEXTROMETHORP,4 MG-30 MG TA,0
148998,DEXTROMETHORPHN/ACETAMINOPH/CP 15-500-2MG TA,DEXTROMETHORPHN/ACETAMINOPH/CP,15-500-2MG TA,0
148999,GANIRELIX ACETATE 250MCG/0.5 HQ,GANIRELIX,ACETATE 250MCG/0.5 HQ,0
149014,TIO2/OXYBENZONE/OCTINOXATE 3-5-8% KM,TIO2/OXYBENZONE/OCTINOXATE,3-5-8% KM,0
149056,VIT A PALM/D3/B1/B2/B3/C/VIT E 1500-400/1 SO,VIT,A PALM/D3/B1/B2/B3/C/VIT E 1500-400/1 SO,0
149057,TITANIUM DIOXIDE SPF 8 SR,TITANIUM,DIOXIDE SPF 8 SR,0
149147,PASSION FLOWER/VALERIAN 145-145MG TA,PASSION,FLOWER/VALERIAN 145-145MG TA,0
149186,HOMOSALATE/AVOBENZONE/OCTINOX SPF 15 SK,HOMOSALATE/AVOBENZONE/OCTINOX,SPF 15 SK,0
149192,DOCOSANOL 10 % KA,DOCOSANOL,10 % KA,0
149226,"INSULIN GLARGINE,HUM.REC.ANLOG 100/ML HV",INSULIN,"GLARGINE,HUM.REC.ANLOG 100/ML HV",0
149235,ETHYL ALCOHOL 63 % AU,ETHYL,ALCOHOL 63 % AU,0
149258,BENZOYL PEROXIDE 3.5 % JC,BENZOYL,PEROXIDE 3.5 % JC,0
149260,PSEUDOEPH/DM/GUAIFEN/ACETAMIN 30-500/15 ST,PSEUDOEPH/DM/GUAIFEN/ACETAMIN,30-500/15 ST,0
149261,GINGER ROOT EXTRACT 20 MG TA,GINGER,ROOT EXTRACT 20 MG TA,0
149263,HYDROQUINONE 4 % JG,HYDROQUINONE,4 % JG,0
149275,HYDROQUINONE/PADI/OXYBEN/OCTOC 4 %-SPF 15 KA,HYDROQUINONE/PADI/OXYBEN/OCTOC,4 %-SPF 15 KA,0
149278,BISMUTH SUBSALICYLATE 262 MG TC,BISMUTH,SUBSALICYLATE 262 MG TC,0
149279,FERROUS GLUCONATE/VIT B COMP 15 MG CA,FERROUS,GLUCONATE/VIT B COMP 15 MG CA,0
149281,SALICYLIC ACID 2 % AU,SALICYLIC,ACID 2 % AU,0
149282,CHLORHEXIDINE GLUCONATE 2 % YO,CHLORHEXIDINE,GLUCONATE 2 % YO,0
149296,MARRUB/MARSHMALLOW/LINDEN/ELD/  TL,MARRUB/MARSHMALLOW/LINDEN/ELD/, TL,0
149299,BENZOCAINE/MENTHOL/CAMPHOR/PC1 20%-1%-3% JG,BENZOCAINE/MENTHOL/CAMPHOR/PC1,20%-1%-3% JG,0
149304,OXYBEN/OCTINOX/OCTILSAL/MERAD SPF23 EG,OXYBEN/OCTINOX/OCTILSAL/MERAD,SPF23 EG,0
149305,VALGANCICLOVIR HCL 450 MG TA,VALGANCICLOVIR,HCL 450 MG TA,0
149317,SODIUM HYPOCHLORITE 0.114% SA,SODIUM,HYPOCHLORITE 0.114% SA,0
149320,TITANIUM DIOXIDE 9.1 % KM,TITANIUM,DIOXIDE 9.1 % KM,0
149321,OXYBENZONE/OCTINOXATE/OCTOCRYL SPF 15 KP,OXYBENZONE/OCTINOXATE/OCTOCRYL,SPF 15 KP,0
149322,VIT E ACET/SELEN HVP CHELT/ZIN  CA,VIT,E ACET/SELEN HVP CHELT/ZIN  CA,0
149323,IRON HVP CHELATE/ASCORBIC ACID 27MG-110MG CA,IRON,HVP CHELATE/ASCORBIC ACID 27MG-110MG CA,0
149324,LIDOCAINE/UREA/BENZALKONIUM 2-5-0.13% KA,LIDOCAINE/UREA/BENZALKONIUM,2-5-0.13% KA,0
149325,TITANIUM DIOXIDE/OCTINOXATE SPF 15 SK,TITANIUM,DIOXIDE/OCTINOXATE SPF 15 SK,0
149326,TITANIUM DIOXIDE/OCTINOX/ENSZ  SU,TITANIUM,DIOXIDE/OCTINOX/ENSZ  SU,0
149329,ASCORBIC ACID/ZINC 15-0.85/1 SL,ASCORBIC,ACID/ZINC 15-0.85/1 SL,0
149332,MARSHMALLOW/SAGE/THYME/ECH PUR  TL,MARSHMALLOW/SAGE/THYME/ECH,PUR  TL,0
149449,ZINC OXIDE/OCTINOXATE/OCTILSAL SPF 30 KM,ZINC,OXIDE/OCTINOXATE/OCTILSAL SPF 30 KM,0
149450,OXYBENZONE/OCTINOXATE/OCTILSAL SPF20 KM,OXYBENZONE/OCTINOXATE/OCTILSAL,SPF20 KM,0
149457,NIACIN/ZINC CITRATE 10MG-7.5MG TA,NIACIN/ZINC,CITRATE 10MG-7.5MG TA,0
149459,OCTINOXATE SPF 15 SR,OCTINOXATE,SPF 15 SR,0
149464,ALTEPLASE 2 MG HS,ALTEPLASE,2 MG HS,0
149465,BIMATOPROST 0.03 % SO,BIMATOPROST,0.03 % SO,0
149466,CALCIUM/MAG/D3/MANG/POTAS/ZINC 125 MG-100 CA,CALCIUM/MAG/D3/MANG/POTAS/ZINC,125 MG-100 CA,0
149468,CAL PHOS/MAG/NIACIN/PYRIDOXINE  TA,CAL,PHOS/MAG/NIACIN/PYRIDOXINE  TA,0
149469,DIMENHYDRINATE 50 MG CA,DIMENHYDRINATE,50 MG CA,0
149470,MAGNESIUM HYDROXIDE 385 MG TC,MAGNESIUM,HYDROXIDE 385 MG TC,0
149472,ALOE VERA/DIMETHICONE/CHLORHEX 3 % YO,ALOE,VERA/DIMETHICONE/CHLORHEX 3 % YO,0
149475,TRICLOSAN 0.5 % YO,TRICLOSAN,0.5 % YO,0
149476,CALCIUM/MAGNESM/NIACINAMIDE/B6 100MG-50MG TA,CALCIUM/MAGNESM/NIACINAMIDE/B6,100MG-50MG TA,0
149477,"MG CB/VIT E ACET/FOLIC/B,C/MN  CA",MG,"CB/VIT E ACET/FOLIC/B,C/MN  CA",0
149521,PALIVIZUMAB 50 MG HS,PALIVIZUMAB,50 MG HS,0
149522,PALIVIZUMAB 100 MG HS,PALIVIZUMAB,100 MG HS,0
149526,URSODIOL 500 MG TA,URSODIOL,500 MG TA,0
149566,LIDOCAINE 5 % JG,LIDOCAINE,5 % JG,0
149567,VITAMIN D3/VITAMIN E/ZN/CU/SEL  CA,VITAMIN,D3/VITAMIN E/ZN/CU/SEL  CA,0
149568,B-CAROTENE/C/E/ZN/CU/MIN HVP  TA,B-CAROTENE/C/E/ZN/CU/MIN,HVP  TA,0
149569,VIT C/VIT E/ZN GLUC/CUPRIC OX 100MG-80 TA,VIT,C/VIT E/ZN GLUC/CUPRIC OX 100MG-80 TA,0
149570,ANAKINRA 100MG/0.67 HQ,ANAKINRA,100MG/0.67 HQ,0
149786,SODIUM CHLORIDE 4 MEQ/ML HM,SODIUM,CHLORIDE 4 MEQ/ML HM,0
149789,LIDOCAINE 5 % KA,LIDOCAINE,5 % KA,0
149798,LEVOTHYROXINE SODIUM 200 MCG HS,LEVOTHYROXINE,SODIUM 200 MCG HS,0
149829,"ANTIHEMOPH.FVIII,B-DOMAIN DEL 250 (+/-) HS","ANTIHEMOPH.FVIII,B-DOMAIN",DEL 250 (+/-) HS,0
149830,"ANTIHEMOPH.FVIII,B-DOMAIN DEL 500 (+/-) HS","ANTIHEMOPH.FVIII,B-DOMAIN",DEL 500 (+/-) HS,0
149831,"ANTIHEMOPH.FVIII,B-DOMAIN DEL 1000 (+/-) HS","ANTIHEMOPH.FVIII,B-DOMAIN",DEL 1000 (+/-) HS,0
149832,PADIMATE O SPF10 AU,PADIMATE,O SPF10 AU,0
149834,TIO2/OXYBENZONE/OCTINOXATE 3.5-2.5-7% KM,TIO2/OXYBENZONE/OCTINOXATE,3.5-2.5-7% KM,0
149835,OXYBENZONE/AVOBENZONE/OCTINOX 1-1.5-2.5% KM,OXYBENZONE/AVOBENZONE/OCTINOX,1-1.5-2.5% KM,0
149836,OXYBEN/AVOBENZ/OCTINOX/OCTIS 2-3-7.5-5% KM,OXYBEN/AVOBENZ/OCTINOX/OCTIS,2-3-7.5-5% KM,0
149837,OXYBEN/AVOBENZ/OCTINOX/OCTIS 3-3-7.5-5% SL,OXYBEN/AVOBENZ/OCTINOX/OCTIS,3-3-7.5-5% SL,0
149838,OXYBENZONE/OCTINOXATE/OCTILSAL 5-7.5-2% KA,OXYBENZONE/OCTINOXATE/OCTILSAL,5-7.5-2% KA,0
149839,OXYBENZONE/OCTINOXATE 4-7.5% YO,OXYBENZONE/OCTINOXATE,4-7.5% YO,0
149840,OXYBENZONE/OCTINOXATE 3 %-7.5 % KM,OXYBENZONE/OCTINOXATE,3 %-7.5 % KM,0
149842,TITANIUM DIOXIDE 7.84% KM,TITANIUM,DIOXIDE 7.84% KM,0
149844,TESTOSTERONE 5 MG/24 HR PV,TESTOSTERONE,5 MG/24 HR PV,0
149849,HEPATITIS B VIRUS VACCINE/PF 40 MCG/ML HV,HEPATITIS,B VIRUS VACCINE/PF 40 MCG/ML HV,0
149852,MAGNESIUM CITRATE AND OXIDE 250 MG CA,MAGNESIUM,CITRATE AND OXIDE 250 MG CA,0
149854,OXYBENZONE/OCTINOXATE SPF20 SL,OXYBENZONE/OCTINOXATE,SPF20 SL,0
149856,OCTINOXATE SPF 15 SK,OCTINOXATE,SPF 15 SK,0
149857,OCTINOXATE 6 % SL,OCTINOXATE,6 % SL,0
149861,VIT A AND D3 IN COD LIVER OIL 2500-200 CA,VIT,A AND D3 IN COD LIVER OIL 2500-200 CA,0
149864,AVOBENZONE/OCTINOXATE SPF 6 KM,AVOBENZONE/OCTINOXATE,SPF 6 KM,0
149865,TIO2/ZINC OXIDE/OCTINOXATE 2-0.3-7.4% EH,TIO2/ZINC,OXIDE/OCTINOXATE 2-0.3-7.4% EH,0
149866,TITANIUM DIOXIDE SPF10 KM,TITANIUM,DIOXIDE SPF10 KM,0
149867,MAG HVP CHELT/VIT B6/ZINC 150-3.5-10 CA,MAG,HVP CHELT/VIT B6/ZINC 150-3.5-10 CA,0
149869,METOPROLOL TARTRATE 25 MG TA,METOPROLOL,TARTRATE 25 MG TA,0
149907,THYROTROPIN ALFA 1.1 MG HS,THYROTROPIN,ALFA 1.1 MG HS,0
149911,"HETASTARCH/E-LYTS,LACTATED 6 % HZ","HETASTARCH/E-LYTS,LACTATED",6 % HZ,0
149912,RIBAVIRIN/P-INTERFERON ALFA-2B 200 MG-50 ZD,RIBAVIRIN/P-INTERFERON,ALFA-2B 200 MG-50 ZD,0
149913,RIBAVIRIN/P-INTERFERON ALFA-2B 200MG-80 ZD,RIBAVIRIN/P-INTERFERON,ALFA-2B 200MG-80 ZD,0
149914,RIBAVIRIN/P-INTERFERON ALFA-2B 200 MG-100 ZD,RIBAVIRIN/P-INTERFERON,ALFA-2B 200 MG-100 ZD,0
149915,RIBAVIRIN/P-INTERFERON ALFA-2B 200MG-120 ZD,RIBAVIRIN/P-INTERFERON,ALFA-2B 200MG-120 ZD,0
149916,RIBAVIRIN/P-INTERFERON ALFA-2B 200MG-150 ZD,RIBAVIRIN/P-INTERFERON,ALFA-2B 200MG-150 ZD,0
149923,TITANIUM DIOXIDE SPF 6 EH,TITANIUM,DIOXIDE SPF 6 EH,0
149944,EFAVIRENZ 300 MG TA,EFAVIRENZ,300 MG TA,0
149945,EFAVIRENZ 600 MG TA,EFAVIRENZ,600 MG TA,0
150038,PRENATL VIT6/IRON/FA/B12/CA/D3 35MG-1.1MG UA,PRENATL,VIT6/IRON/FA/B12/CA/D3 35MG-1.1MG UA,0
150039,CHOLECALCIFEROL (D3)/MINERALS 200/15 ML SL,CHOLECALCIFEROL,(D3)/MINERALS 200/15 ML SL,0
150040,VALERIAN ROOT EXTRACT 300 MG CA,VALERIAN,ROOT EXTRACT 300 MG CA,0
150042,VARICELLA VACCINE LIVE/PF 1350 UNIT HV,VARICELLA,VACCINE LIVE/PF 1350 UNIT HV,0
150091,AVOBENZONE/OCTINOXATE 2-7.5% SK,AVOBENZONE/OCTINOXATE,2-7.5% SK,0
150092,AVOBENZONE/OCTINOXATE SPF 15 SK,AVOBENZONE/OCTINOXATE,SPF 15 SK,0
150099,AVOBENZ/OCTOCRYL/OCTILSAL/ENSZ SPF 15 SK,AVOBENZ/OCTOCRYL/OCTILSAL/ENSZ,SPF 15 SK,0
150100,INOSITOL/INOSITOL HEXAPHOSPHAT 228.1/1.3 PA,INOSITOL/INOSITOL,HEXAPHOSPHAT 228.1/1.3 PA,0
150102,VITAMIN E/TIO2/OCTINOXATE SPF12 SK,VITAMIN,E/TIO2/OCTINOXATE SPF12 SK,0
150103,TIO2/OXYBENZONE/OCTINOXATE SPF20 PA,TIO2/OXYBENZONE/OCTINOXATE,SPF20 PA,0
150104,AVOBENZONE/OCTINOXATE SPF17 EG,AVOBENZONE/OCTINOXATE,SPF17 EG,0
150105,OXYBENZONE/OCTINOXATE/OCTILSAL 3-7-5% EH,OXYBENZONE/OCTINOXATE/OCTILSAL,3-7-5% EH,0
150106,CHLORHEXIDINE GLUCONATE 2 % EP,CHLORHEXIDINE,GLUCONATE 2 % EP,0
150108,OXYBEN/HOMOSAL/OCTINOX/OCTIS SPF 30 EG,OXYBEN/HOMOSAL/OCTINOX/OCTIS,SPF 30 EG,0
150109,ARGIPRESSIN 20 UNIT/ML HH,ARGIPRESSIN,20 UNIT/ML HH,0
150110,POT CHLORIDE/RINGER'S LACTATE 40 MMOL/L HM,POT,CHLORIDE/RINGER'S LACTATE 40 MMOL/L HM,0
150117,TIO2/OXYBENZONE/OCTINOXATE SPF 6 SK,TIO2/OXYBENZONE/OCTINOXATE,SPF 6 SK,0
150119,CA GLUC/MG GLU/C/VIT B12/FA/B6  SL,CA,GLUC/MG GLU/C/VIT B12/FA/B6  SL,0
150121,"FOLIC ACID/MULTIVIT,IRON,MINER 0.5 MG CA",FOLIC,"ACID/MULTIVIT,IRON,MINER 0.5 MG CA",0
150122,CETIRIZINE HCL/PSEUDOEPHEDRINE 5 MG-120MG TM,CETIRIZINE,HCL/PSEUDOEPHEDRINE 5 MG-120MG TM,0
150123,VALERIAN 200 MG CA,VALERIAN,200 MG CA,0
150124,ECHINACEA PURPUREA ROOT 200 MG CA,ECHINACEA,PURPUREA ROOT 200 MG CA,0
150139,"VITAMIN B COMPLEX/VIT A,C,D  TA",VITAMIN,"B COMPLEX/VIT A,C,D  TA",0
150185,OCTINOXATE SPF10 SK,OCTINOXATE,SPF10 SK,0
150190,L. ACIDOPHILUS/L. RHAMNOSUS 2B CELL CA,L.,ACIDOPHILUS/L. RHAMNOSUS 2B CELL CA,0
150191,FLUDARABINE PHOSPHATE 10 MG TA,FLUDARABINE,PHOSPHATE 10 MG TA,0
150197,OXYBEN/AVOBENZ/OCTINOX/OCTIS SPF 30 SK,OXYBEN/AVOBENZ/OCTINOX/OCTIS,SPF 30 SK,0
150199,OXYBENZONE/HOMOSAL/PDO/OCTINOX SPF 30 EG,OXYBENZONE/HOMOSAL/PDO/OCTINOX,SPF 30 EG,0
150202,"INOSITOL/CHOLINE/FOLIC/BCOMP,C 1MG-1000MG TA","INOSITOL/CHOLINE/FOLIC/BCOMP,C",1MG-1000MG TA,0
150211,FOLIC AC/MULTIVIT-MIN/MIN HVP 0.8 MG TA,FOLIC,AC/MULTIVIT-MIN/MIN HVP 0.8 MG TA,0
150215,CALCIUM/MAGNESIUM OXIDE/VIT C  PA,CALCIUM/MAGNESIUM,OXIDE/VIT C  PA,0
150216,MAGNESIUM/VIT B6/VIT B2/VIT B1  TA,MAGNESIUM/VIT,B6/VIT B2/VIT B1  TA,0
150219,ASCORBIC ACID 500 MG TF,ASCORBIC,ACID 500 MG TF,0
150220,PSYLLIUM SEED 3.4 G/7 G PA,PSYLLIUM,SEED 3.4 G/7 G PA,0
150221,PSYLLIUM SEED 3.4 G/12 G PA,PSYLLIUM,SEED 3.4 G/12 G PA,0
150230,ACETAMINOPHEN/PAMABROM 500MG-25MG TA,ACETAMINOPHEN/PAMABROM,500MG-25MG TA,0
150347,NORELGESTROMIN/ETHIN.ESTRADIOL 200-35/24H PK,NORELGESTROMIN/ETHIN.ESTRADIOL,200-35/24H PK,0
150349,MULTIVIT-MIN/IRON FUM/FOLIC AC 4 MG-0.6MG TA,MULTIVIT-MIN/IRON,FUM/FOLIC AC 4 MG-0.6MG TA,0
150350,DARBEPOETIN ALFA IN POLYSORBAT 10MCG/0.4 HQ,DARBEPOETIN,ALFA IN POLYSORBAT 10MCG/0.4 HQ,0
150351,DARBEPOETIN ALFA IN POLYSORBAT 20 MCG/0.5 HQ,DARBEPOETIN,ALFA IN POLYSORBAT 20 MCG/0.5 HQ,0
150353,DARBEPOETIN ALFA IN POLYSORBAT 50 MCG/0.5 HQ,DARBEPOETIN,ALFA IN POLYSORBAT 50 MCG/0.5 HQ,0
150354,DARBEPOETIN ALFA IN POLYSORBAT 100MCG/0.5 HQ,DARBEPOETIN,ALFA IN POLYSORBAT 100MCG/0.5 HQ,0
150355,DARBEPOETIN ALFA IN POLYSORBAT 150MCG/0.3 HQ,DARBEPOETIN,ALFA IN POLYSORBAT 150MCG/0.3 HQ,0
150356,"FOLIC ACID/MULTIVIT,IRON,MINER 0.6 MG TA",FOLIC,"ACID/MULTIVIT,IRON,MINER 0.6 MG TA",0
150359,TRANEXAMIC ACID 100 MG/ML HV,TRANEXAMIC,ACID 100 MG/ML HV,0
150366,TIO2/AVOBNZ/O-CRL/TERE DICAM D SPF45 SK,TIO2/AVOBNZ/O-CRL/TERE,DICAM D SPF45 SK,0
150369,UBIDECARENONE/VITAMIN E 60 MG-180 TA,UBIDECARENONE/VITAMIN,E 60 MG-180 TA,0
150370,DIPHENHYDRAMINE HCL/ZINC ACET 2 %-0.1 % KA,DIPHENHYDRAMINE,HCL/ZINC ACET 2 %-0.1 % KA,0
150372,DEXTRAN/HYPROMELLOSE/GLYCERIN 0.1-.3-.2% SO,DEXTRAN/HYPROMELLOSE/GLYCERIN,0.1-.3-.2% SO,0
150383,MOXIFLOXACIN-SOD.CHLORIDE(ISO) 400MG/.25L HP,MOXIFLOXACIN-SOD.CHLORIDE(ISO),400MG/.25L HP,0
150385,VIT A PALM/BIOT/NIA/PANTH/B6  TA,VIT,A PALM/BIOT/NIA/PANTH/B6  TA,0
150386,BIOT/FOLIC AC/B5/ZN/I/MIN HVP  TA,BIOT/FOLIC,AC/B5/ZN/I/MIN HVP  TA,0
150387,UBIDECARENONE/VITAMIN E 60 MG-150 CA,UBIDECARENONE/VITAMIN,E 60 MG-150 CA,0
150389,BENZALKONIUM CHLORIDE 0.1 % AV,BENZALKONIUM,CHLORIDE 0.1 % AV,0
150391,CALCIUM HVP CHELATE 100 MG TA,CALCIUM,HVP CHELATE 100 MG TA,0
150393,TITANIUM DIOXIDE/ZINC OXIDE SPF12 SL,TITANIUM,DIOXIDE/ZINC OXIDE SPF12 SL,0
150395,MENTHOL/CAMPHOR 9%-9% KA,MENTHOL/CAMPHOR,9%-9% KA,0
150401,METHACHOLINE CHLORIDE 160 MG HS,METHACHOLINE,CHLORIDE 160 MG HS,0
150402,METHACHOLINE CHLORIDE 320 MG HS,METHACHOLINE,CHLORIDE 320 MG HS,0
150403,PNV/FERRIC CIT/FOLIC/MIN HVP <27-0.5MG CA,PNV/FERRIC,CIT/FOLIC/MIN HVP <27-0.5MG CA,0
150408,UBIDECAR/INOSI/MV/MIN HVP 5MG/11.5G PA,UBIDECAR/INOSI/MV/MIN,HVP 5MG/11.5G PA,0
150409,INOS/CHOL BTT/B/FA/NIAC/PANTH 50-50-1MG SL,INOS/CHOL,BTT/B/FA/NIAC/PANTH 50-50-1MG SL,0
150410,CYANOCOBALAMIN/FOLIC AC/VIT B6 0.4-1-10MG TA,CYANOCOBALAMIN/FOLIC,AC/VIT B6 0.4-1-10MG TA,0
150413,PSYLLIUM SEED/WHEAT BRAN 2.8-1G/5G PA,PSYLLIUM,SEED/WHEAT BRAN 2.8-1G/5G PA,0
150416,ZINC OX/OXYBEN/OCTINOX/OCTIS SPF 50 KM,ZINC,OX/OXYBEN/OCTINOX/OCTIS SPF 50 KM,0
150425,BIVALIRUDIN 250 MG HS,BIVALIRUDIN,250 MG HS,0
150429,OCTINOXATE SPF12 EG,OCTINOXATE,SPF12 EG,0
150493,TREPROSTINIL SODIUM 1 MG/ML HV,TREPROSTINIL,SODIUM 1 MG/ML HV,0
150494,TREPROSTINIL SODIUM 2.5 MG/ML HV,TREPROSTINIL,SODIUM 2.5 MG/ML HV,0
150495,TREPROSTINIL SODIUM 5 MG/ML HV,TREPROSTINIL,SODIUM 5 MG/ML HV,0
150496,TREPROSTINIL SODIUM 10 MG/ML HV,TREPROSTINIL,SODIUM 10 MG/ML HV,0
150497,VALACYCLOVIR HCL 1000 MG TA,VALACYCLOVIR,HCL 1000 MG TA,0
